year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1994,barnebr01,Brian Barnes,27,TOT,MLB,0,1,.000,5.89,11,0,3,0,0,0,18.1,22,14,12,3,19,3,10,0,0,2,96,79,7.28,2.236,10.8,1.5,9.3,4.9,0.53
1994,barnebr01,Brian Barnes,27,CLE,AL,0,1,.000,5.40,6,0,2,0,0,0,13.1,12,10,8,2,15,2,5,0,0,0,67,88,7.71,2.025,8.1,1.4,10.1,3.4,0.33
1994,barnebr01,Brian Barnes,27,LAD,NL,0,0,,7.20,5,0,1,0,0,0,5.0,10,4,4,1,4,1,5,0,0,2,29,59,6.13,2.800,18.0,1.8,7.2,9.0,1.25
1994,bautijo01,Jose Bautista,29,CHC,NL,4,5,.444,3.89,58,0,24,0,0,1,69.1,75,30,30,10,17,7,45,3,1,2,293,108,4.57,1.327,9.7,1.3,2.2,5.8,2.65
1994,beckro01,Rod Beck,25,SFG,NL,2,4,.333,2.77,48,0,47,0,0,28,48.2,49,17,15,10,13,2,39,0,0,0,207,144,5.00,1.274,9.1,1.8,2.4,7.2,3.00
1994,bedrost01,Steve Bedrosian,36,ATL,NL,0,2,.000,3.33,46,0,9,0,0,0,46.0,41,20,17,4,18,5,43,2,0,1,196,128,3.70,1.283,8.0,0.8,3.5,8.4,2.39
1994,belchti01,Tim Belcher,32,DET,AL,7,15,.318,5.89,25,25,0,3,0,0,162.0,192,124,106,21,78,10,76,4,1,6,750,83,5.40,1.667,10.7,1.2,4.3,4.2,0.97
1994,belinst01,Stan Belinda,27,KCR,AL,2,2,.500,5.14,37,0,10,0,0,1,49.0,47,36,28,6,24,3,37,5,0,1,220,98,4.99,1.449,8.6,1.1,4.4,6.8,1.54
1994,benesan01,Andy Benes,26,SDP,NL,6,14,.300,3.86,25,25,0,2,2,0,172.1,155,82,74,20,51,2,189,1,0,4,717,107,3.35,1.195,8.1,1.0,2.7,9.9,3.71
1994,benitar01,Armando Benitez,21,BAL,AL,0,0,,0.90,3,0,1,0,0,0,10.0,8,1,1,0,4,0,14,1,0,0,42,573,1.83,1.200,7.2,0.0,3.6,12.6,3.50
1994,bereja01,Jason Bere,23,CHW,AL,12,2,.857,3.81,24,24,0,0,0,0,141.2,119,65,60,17,80,0,127,1,0,2,608,123,4.61,1.405,7.6,1.1,5.1,8.1,1.59
1994,bergmse01,Sean Bergman,24,DET,AL,2,1,.667,5.60,3,3,0,0,0,0,17.2,22,11,11,2,7,0,12,1,0,1,82,88,4.60,1.642,11.2,1.0,3.6,6.1,1.71
1994,bielemi01,Mike Bielecki,34,ATL,NL,2,0,1.000,4.00,19,1,7,0,0,0,27.0,28,12,12,2,12,1,18,1,1,0,115,107,4.21,1.481,9.3,0.7,4.0,6.0,1.50
1994,blackbu02,Bud Black,37,SFG,NL,4,2,.667,4.47,10,10,0,0,0,0,54.1,50,31,27,9,16,1,28,3,1,3,227,89,5.30,1.215,8.3,1.5,2.7,4.6,1.75
1994,blairwi01,Willie Blair,28,COL,NL,0,5,.000,5.79,47,1,13,0,0,3,77.2,98,57,50,9,39,3,68,4,0,4,365,86,4.55,1.764,11.4,1.0,4.5,7.9,1.74
1994,boevejo01,Joe Boever,33,DET,AL,9,2,.818,3.98,46,0,27,0,0,3,81.1,80,40,36,12,37,12,49,2,0,4,349,122,5.28,1.439,8.9,1.3,4.1,5.4,1.32
1994,bohanbr01,Brian Bohanon,25,TEX,AL,2,2,.500,7.23,11,5,1,0,0,0,37.1,51,31,30,7,8,1,26,1,0,5,169,67,4.90,1.580,12.3,1.7,1.9,6.3,3.25
1994,boltoto01,Tom Bolton,32,BAL,AL,1,2,.333,5.40,22,0,3,0,0,0,23.1,29,15,14,3,13,1,12,0,0,1,109,94,5.45,1.800,11.2,1.2,5.0,4.6,0.92
1994,bonesri01,Ricky Bones,25,MIL,AL,10,9,.526,3.43,24,24,0,4,1,0,170.2,166,76,65,17,45,1,57,3,0,8,708,146,4.60,1.236,8.8,0.9,2.4,3.0,1.27
1994,borlato02,Toby Borland,25,PHI,NL,1,0,1.000,2.36,24,0,7,0,0,1,34.1,31,10,9,1,14,3,26,4,0,4,144,184,3.57,1.311,8.1,0.3,3.7,6.8,1.86
1994,bosioch01,Chris Bosio,31,SEA,AL,4,10,.286,4.32,19,19,0,4,0,0,125.0,137,72,60,15,40,3,67,2,0,4,546,113,4.63,1.416,9.9,1.1,2.9,4.8,1.68
1994,boskish01,Shawn Boskie,27,TOT,MLB,4,7,.364,5.06,22,15,1,1,0,0,90.2,92,58,51,15,30,3,61,3,0,7,394,86,5.03,1.346,9.1,1.5,3.0,6.1,2.03
1994,boskish01,Shawn Boskie,27,TOT,NL,4,6,.400,5.01,20,14,1,1,0,0,88.0,88,56,49,14,29,2,61,3,0,7,381,86,4.90,1.330,9.0,1.4,3.0,6.2,2.10
1994,boskish01,Shawn Boskie,27,CHC,NL,0,0,,0.00,2,0,0,0,0,0,3.2,3,0,0,0,0,0,2,0,0,1,14,,2.04,0.818,7.4,0.0,0.0,4.9,
1994,boskish01,Shawn Boskie,27,PHI,NL,4,6,.400,5.23,18,14,1,1,0,0,84.1,85,56,49,14,29,2,59,3,0,6,367,83,5.03,1.352,9.1,1.5,3.1,6.3,2.03
1994,boskish01,Shawn Boskie,27,SEA,AL,0,1,.000,6.75,2,1,0,0,0,0,2.2,4,2,2,1,1,1,0,0,0,0,13,80,9.13,1.875,13.5,3.4,3.4,0.0,0.00
1994,bottari01,Ricky Bottalico,24,PHI,NL,0,0,,0.00,3,0,3,0,0,0,3.0,3,0,0,0,1,0,3,0,0,0,13,,2.13,1.333,9.0,0.0,3.0,9.0,3.00
1994,botteke01,Kent Bottenfield,25,TOT,NL,3,1,.750,6.15,16,1,3,0,0,1,26.1,33,18,18,2,10,0,15,2,0,2,121,82,4.35,1.633,11.3,0.7,3.4,5.1,1.50
1994,botteke01,Kent Bottenfield,25,COL,NL,3,1,.750,5.84,15,1,3,0,0,1,24.2,28,16,16,1,10,0,15,2,0,2,112,86,3.90,1.541,10.2,0.4,3.6,5.5,1.50
1994,botteke01,Kent Bottenfield,25,SFG,NL,0,0,,10.80,1,0,0,0,0,0,1.2,5,2,2,1,0,0,0,0,0,0,9,45,10.93,3.000,27.0,5.4,0.0,0.0,
1994,bouchde01,Denis Boucher,26,MON,NL,0,1,.000,6.75,10,2,3,0,0,0,18.2,24,16,14,6,7,0,17,0,0,1,84,64,6.61,1.661,11.6,2.9,3.4,8.2,2.43
1994,bowenry01,Ryan Bowen,26,FLA,NL,1,5,.167,4.94,8,8,0,1,0,0,47.1,50,28,26,9,19,0,32,2,0,2,208,89,5.58,1.458,9.5,1.7,3.6,6.1,1.68
1994,brantje01,Jeff Brantley,30,CIN,NL,6,6,.500,2.48,50,0,35,0,0,15,65.1,46,20,18,6,28,5,63,0,0,1,262,169,3.68,1.133,6.3,0.8,3.9,8.7,2.25
1994,brewebi01,Billy Brewer,26,KCR,AL,4,1,.800,2.56,50,0,17,0,0,3,38.2,28,11,11,4,16,1,25,2,0,3,157,197,4.58,1.138,6.5,0.9,3.7,5.8,1.56
1994,brinkbr01,Brad Brink,29,SFG,NL,0,0,,1.08,4,0,2,0,0,0,8.1,4,1,1,1,4,1,3,0,0,1,32,384,5.41,0.960,4.3,1.1,4.3,3.2,0.75
1994,briscjo01,John Briscoe,26,OAK,AL,4,2,.667,4.01,37,0,8,0,0,1,49.1,31,24,22,7,39,2,45,1,1,8,210,111,5.58,1.419,5.7,1.3,7.1,8.2,1.15
1994,brocado01,Doug Brocail,27,SDP,NL,0,0,,5.82,12,0,4,0,0,0,17.0,21,13,11,1,5,3,11,2,1,1,78,73,3.84,1.529,11.1,0.5,2.6,5.8,2.20
1994,bronkje01,Jeff Bronkey,28,MIL,AL,1,1,.500,4.35,16,0,9,0,0,1,20.2,20,10,10,3,12,4,13,0,0,1,93,116,5.50,1.548,8.7,1.3,5.2,5.7,1.08
1994,browsc01,Scott Brow,25,TOR,AL,0,3,.000,5.90,18,0,9,0,0,2,29.0,34,27,19,4,19,2,15,1,0,6,141,82,5.96,1.828,10.6,1.2,5.9,4.7,0.79
1994,brownke01,Kevin Brown,29,TEX,AL,7,9,.438,4.82,26,25,1,3,0,0,170.0,218,109,91,18,50,3,123,6,0,7,760,100,4.05,1.576,11.5,1.0,2.6,6.5,2.46
1994,brownto05,Tom Browning,34,CIN,NL,3,1,.750,4.20,7,7,0,2,1,0,40.2,34,20,19,8,13,1,22,1,0,1,169,100,5.64,1.156,7.5,1.8,2.9,4.9,1.69
1994,brumldu01,Duff Brumley,23,TEX,AL,0,0,,16.20,2,0,1,0,0,0,3.1,6,6,6,1,5,0,4,0,0,0,22,33,9.13,3.300,16.2,2.7,13.5,10.8,0.80
1994,buckega02,Gary Buckels,28,STL,NL,0,1,.000,2.25,10,0,3,0,0,0,12.0,8,5,3,2,7,1,9,0,0,0,51,189,5.55,1.250,6.0,1.5,5.3,6.8,1.29
1994,bulliji01,Jim Bullinger,28,CHC,NL,6,2,.750,3.60,33,10,10,1,0,2,100.0,87,43,40,6,34,2,72,1,1,4,412,116,3.52,1.210,7.8,0.5,3.1,6.5,2.12
1994,burbada01,Dave Burba,27,SFG,NL,3,6,.333,4.38,57,0,13,0,0,0,74.0,59,39,36,5,45,3,84,6,0,3,322,91,3.81,1.405,7.2,0.6,5.5,10.2,1.87
1994,burkejo03,John Burkett,29,SFG,NL,6,8,.429,3.62,25,25,0,0,0,0,159.1,176,72,64,14,36,7,85,7,0,2,676,110,4.02,1.331,9.9,0.8,2.0,4.8,2.36
1994,burrote01,Terry Burrows,25,TEX,AL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,1,1,0,0,0,0,0,5,70,19.13,2.000,9.0,9.0,9.0,0.0,0.00
1994,butchmi01,Mike Butcher,29,CAL,AL,2,1,.667,6.67,33,0,12,0,0,1,29.2,31,24,22,2,23,5,19,2,0,2,140,74,5.25,1.820,9.4,0.6,7.0,5.8,0.83
1994,cadargr01,Greg Cadaret,32,TOT,AL,1,1,.500,4.73,38,0,17,0,0,2,40.0,41,24,21,4,33,5,29,0,0,9,191,104,5.46,1.850,9.2,0.9,7.4,6.5,0.88
1994,cadargr01,Greg Cadaret,32,TOR,AL,0,1,.000,5.85,21,0,8,0,0,0,20.0,24,15,13,4,17,2,15,0,0,6,100,83,6.78,2.050,10.8,1.8,7.7,6.8,0.88
1994,cadargr01,Greg Cadaret,32,DET,AL,1,0,1.000,3.60,17,0,9,0,0,2,20.0,17,9,8,0,16,3,14,0,0,3,91,137,4.13,1.650,7.7,0.0,7.2,6.3,0.88
1994,campbke01,Kevin Campbell,29,MIN,AL,1,0,1.000,2.92,14,0,5,0,0,0,24.2,20,8,8,2,5,0,15,1,0,2,97,168,3.70,1.014,7.3,0.7,1.8,5.5,3.00
1994,campbmi01,Mike Campbell,30,SDP,NL,1,1,.500,12.96,3,2,0,0,0,0,8.1,13,12,12,5,5,0,10,0,0,0,43,33,10.33,2.160,14.0,5.4,5.4,10.8,2.00
1994,candito01,Tom Candiotti,36,LAD,NL,7,7,.500,4.12,23,22,0,5,0,0,153.0,149,77,70,9,54,2,102,5,0,9,652,96,3.72,1.327,8.8,0.5,3.2,6.0,1.89
1994,carpecr01,Cris Carpenter,29,TEX,AL,2,5,.286,5.03,47,0,16,0,0,5,59.0,69,35,33,7,20,7,39,0,0,1,263,96,4.37,1.508,10.5,1.1,3.1,5.9,1.95
1994,carrahe01,Hector Carrasco,24,CIN,NL,5,6,.455,2.24,45,0,29,0,0,6,56.1,42,17,14,3,30,1,41,2,1,3,237,188,4.07,1.278,6.7,0.5,4.8,6.6,1.37
1994,cartean01,Andy Carter,25,PHI,NL,0,2,.000,4.46,20,0,7,0,0,0,34.1,34,18,17,5,12,2,18,6,0,0,149,98,5.55,1.340,8.9,1.3,3.1,4.7,1.50
1994,casiala01,Larry Casian,28,TOT,AL,1,5,.167,7.35,40,0,10,0,0,1,49.0,73,43,40,12,16,3,20,2,0,1,231,66,6.60,1.816,13.4,2.2,2.9,3.7,1.25
1994,casiala01,Larry Casian,28,MIN,AL,1,3,.250,7.08,33,0,8,0,0,1,40.2,57,34,32,11,12,2,18,2,0,0,188,69,6.79,1.697,12.6,2.4,2.7,4.0,1.50
1994,casiala01,Larry Casian,28,CLE,AL,0,2,.000,8.64,7,0,2,0,0,0,8.1,16,9,8,1,4,1,2,0,0,1,43,56,5.65,2.400,17.3,1.1,4.3,2.2,0.50
1994,castifr01,Frank Castillo,25,CHC,NL,2,1,.667,4.30,4,4,0,1,0,0,23.0,25,13,11,3,5,0,19,0,0,0,96,99,3.83,1.304,9.8,1.2,2.0,7.4,3.80
1994,castiju02,Juan Castillo,24,NYM,NL,0,0,,6.94,2,2,0,0,0,0,11.2,17,9,9,2,5,0,1,0,0,0,54,62,6.47,1.886,13.1,1.5,3.9,0.8,0.20
1994,castito02,Tony Castillo,31,TOR,AL,5,2,.714,2.51,41,0,8,0,0,1,68.0,66,22,19,7,28,1,43,3,0,0,291,192,4.57,1.382,8.7,0.9,3.7,5.7,1.54
1994,cimorfr01,Frank Cimorelli,25,STL,NL,0,0,,8.78,11,0,2,0,0,1,13.1,20,14,13,0,10,2,1,2,0,2,73,48,5.68,2.250,13.5,0.0,6.8,0.7,0.10
1994,clarkma01,Mark Clark,26,CLE,AL,11,3,.786,3.82,20,20,0,4,1,0,127.1,133,61,54,14,40,0,60,4,1,9,540,122,4.65,1.359,9.4,1.0,2.8,4.2,1.50
1994,clemero02,Roger Clemens,31,BOS,AL,9,7,.563,2.85,24,24,0,3,1,0,170.2,124,62,54,15,71,1,168,4,0,4,692,176,3.62,1.143,6.5,0.8,3.7,8.9,2.37
1994,coneda01,David Cone,31,KCR,AL,16,5,.762,2.94,23,23,0,4,3,0,171.2,130,60,56,15,54,0,132,7,1,5,690,171,3.80,1.072,6.8,0.8,2.8,6.9,2.44
1994,conveji01,Jim Converse,22,SEA,AL,0,5,.000,8.69,13,8,1,0,0,0,48.2,73,49,47,5,40,4,39,1,0,3,253,56,5.39,2.322,13.5,0.9,7.4,7.2,0.98
1994,cookde01,Dennis Cook,31,CHW,AL,3,1,.750,3.55,38,0,8,0,0,0,33.0,29,17,13,4,14,3,26,0,1,0,143,133,4.40,1.303,7.9,1.1,3.8,7.1,1.86
1994,cookest01,Steve Cooke,24,PIT,NL,4,11,.267,5.02,25,23,1,2,0,0,134.1,157,79,75,21,46,7,74,5,0,3,590,86,5.20,1.511,10.5,1.4,3.1,5.0,1.61
1994,cormirh01,Rheal Cormier,27,STL,NL,3,2,.600,5.45,7,7,0,0,0,0,39.2,40,24,24,6,7,0,26,3,0,2,169,77,4.54,1.185,9.1,1.4,1.6,5.9,3.71
1994,cornebr01,Brad Cornett,25,TOR,AL,1,3,.250,6.68,9,4,0,0,0,0,31.0,40,25,23,1,11,2,22,3,0,2,141,73,3.49,1.645,11.6,0.3,3.2,6.4,2.00
1994,coxda01,Danny Cox,34,TOR,AL,1,1,.500,1.45,10,0,5,0,0,3,18.2,7,3,3,0,7,1,14,1,0,1,72,338,2.92,0.750,3.4,0.0,3.4,6.8,2.00
1994,crimch01,Chuck Crim,32,CHC,NL,5,4,.556,4.48,49,1,16,0,0,2,64.1,69,36,32,9,24,6,43,1,1,2,283,94,4.78,1.446,9.7,1.3,3.4,6.0,1.79
1994,cummijo01,John Cummings,25,SEA,AL,2,4,.333,5.63,17,8,2,0,0,0,64.0,66,43,40,7,37,2,33,0,1,3,285,87,5.26,1.609,9.3,1.0,5.2,4.6,0.89
1994,czajkji01,Jim Czajkowski,30,COL,NL,0,0,,4.15,5,0,2,0,0,0,8.2,9,4,4,2,6,1,2,3,0,1,42,124,8.78,1.731,9.3,2.1,6.2,2.1,0.33
1994,daalom01,Omar Daal,22,LAD,NL,0,0,,3.29,24,0,5,0,0,0,13.2,12,5,5,1,5,0,9,0,1,1,55,123,3.86,1.244,7.9,0.7,3.3,5.9,1.80
1994,darliro01,Ron Darling,33,OAK,AL,10,11,.476,4.50,25,25,0,4,0,0,160.0,162,89,80,18,59,3,108,7,1,6,682,98,4.48,1.381,9.1,1.0,3.3,6.1,1.83
1994,darwida01,Danny Darwin,38,BOS,AL,7,5,.583,6.30,13,13,0,0,0,0,75.2,101,54,53,13,24,6,54,1,0,0,350,80,4.93,1.652,12.0,1.5,2.9,6.4,2.25
1994,darwije01,Jeff Darwin,24,SEA,AL,0,0,,13.50,2,0,1,0,0,0,4.0,7,6,6,1,3,1,1,1,0,0,22,39,8.88,2.500,15.8,2.3,6.8,2.3,0.33
1994,davisma01,Mark Davis,33,SDP,NL,0,1,.000,8.82,20,0,3,0,0,0,16.1,20,18,16,4,13,1,15,0,0,0,81,48,6.87,2.020,11.0,2.2,7.2,8.3,1.15
1994,davisst02,Storm Davis,32,DET,AL,2,4,.333,3.56,35,0,10,0,0,0,48.0,36,23,19,3,34,7,38,0,0,10,212,137,4.49,1.458,6.8,0.6,6.4,7.1,1.12
1994,davisti01,Tim Davis,23,SEA,AL,2,2,.500,4.01,42,1,12,0,0,2,49.1,57,25,22,4,25,5,28,1,0,6,225,122,4.63,1.662,10.4,0.7,4.6,5.1,1.12
1994,dejesjo01,Jose de Jesus,29,KCR,AL,3,1,.750,4.73,5,4,0,0,0,0,26.2,27,14,14,2,13,0,12,0,0,3,112,107,4.67,1.500,9.1,0.7,4.4,4.1,0.92
1994,deleojo01,Jose DeLeon,33,CHW,AL,3,2,.600,3.36,42,0,11,0,0,2,67.0,48,28,25,5,31,5,67,6,0,1,288,140,3.76,1.179,6.4,0.7,4.2,9.0,2.16
1994,delucri01,Rich DeLucia,29,CIN,NL,0,0,,4.22,8,0,2,0,0,0,10.2,9,6,5,4,5,0,15,0,0,1,47,102,6.60,1.313,7.6,3.4,4.2,12.7,3.00
1994,deshaji01,Jim Deshaies,34,MIN,AL,6,12,.333,7.39,25,25,0,0,0,0,130.1,170,109,107,30,54,0,78,2,2,1,596,66,6.22,1.719,11.7,2.1,3.7,5.4,1.44
1994,dettmjo01,John Dettmer,24,TEX,AL,0,6,.000,4.33,11,9,0,0,0,0,54.0,63,42,26,10,20,3,27,3,0,1,250,112,5.82,1.537,10.5,1.7,3.3,4.5,1.35
1994,deweyma01,Mark Dewey,29,PIT,NL,2,1,.667,3.68,45,0,18,0,0,1,51.1,61,22,21,4,19,3,30,3,0,0,226,118,4.26,1.558,10.7,0.7,3.3,5.3,1.58
1994,dipotje01,Jerry Dipoto,26,CLE,AL,0,0,,8.04,7,0,1,0,0,0,15.2,26,14,14,1,10,0,9,1,0,0,79,59,4.92,2.298,14.9,0.6,5.7,5.2,0.90
1994,dixonst01,Steve Dixon,24,STL,NL,0,0,,23.14,2,0,0,0,0,0,2.1,3,6,6,0,8,0,1,0,0,0,18,21,12.56,4.714,11.6,0.0,30.9,3.9,0.13
1994,doherjo02,John Doherty,27,DET,AL,6,7,.462,6.48,18,17,1,2,0,0,101.1,139,75,73,13,26,6,28,3,0,4,454,75,5.10,1.628,12.3,1.2,2.3,2.5,1.08
1994,dopsojo01,John Dopson,30,CAL,AL,1,4,.200,6.14,21,5,4,0,0,1,58.2,67,41,40,6,26,3,33,3,1,4,264,80,4.82,1.585,10.3,0.9,4.0,5.1,1.27
1994,drabedo01,Doug Drabek,31,HOU,NL,12,6,.667,2.84,23,23,0,6,2,0,164.2,132,58,52,14,45,2,121,2,0,2,657,140,3.62,1.075,7.2,0.8,2.5,6.6,2.69
1994,drahmbr01,Brian Drahman,27,FLA,NL,0,0,,6.23,9,0,3,0,0,0,13.0,15,9,9,2,6,1,7,0,0,2,59,72,5.44,1.615,10.4,1.4,4.2,4.8,1.17
1994,dreifda01,Darren Dreifort,22,LAD,NL,0,5,.000,6.21,27,0,15,0,0,6,29.0,45,21,20,0,15,3,22,4,0,1,148,64,3.58,2.069,14.0,0.0,4.7,6.8,1.47
1994,dreyest01,Steve Dreyer,24,TEX,AL,1,1,.500,5.71,5,3,0,0,0,0,17.1,19,15,11,1,8,0,11,1,0,1,80,86,4.17,1.558,9.9,0.5,4.2,5.7,1.38
1994,dyermi01,Mike Dyer,27,PIT,NL,1,1,.500,5.87,14,0,7,0,0,4,15.1,15,12,10,1,12,4,13,3,1,0,74,75,5.22,1.761,8.8,0.6,7.0,7.6,1.08
1994,eckerde01,Dennis Eckersley,39,OAK,AL,5,4,.556,4.26,45,0,39,0,0,19,44.1,49,26,21,5,13,2,47,1,0,0,193,105,3.42,1.398,9.9,1.0,2.6,9.5,3.62
1994,edensto01,Tom Edens,33,TOT,NL,5,1,.833,4.33,42,0,15,0,0,1,54.0,59,26,26,3,18,4,39,2,1,5,231,93,3.52,1.426,9.8,0.5,3.0,6.5,2.17
1994,edensto01,Tom Edens,33,HOU,NL,4,1,.800,4.50,39,0,13,0,0,1,50.0,55,25,25,3,17,4,38,2,1,5,214,89,3.53,1.440,9.9,0.5,3.1,6.8,2.24
1994,edensto01,Tom Edens,33,PHI,NL,1,0,1.000,2.25,3,0,2,0,0,0,4.0,4,1,1,0,1,0,1,0,0,0,17,208,3.38,1.250,9.0,0.0,2.3,2.3,1.00
1994,eichhma01,Mark Eichhorn,33,BAL,AL,6,5,.545,2.15,43,0,20,0,0,1,71.0,62,19,17,1,19,4,35,5,0,1,290,233,3.34,1.141,7.9,0.1,2.4,4.4,1.84
1994,eischjo01,Joey Eischen,24,MON,NL,0,0,,54.00,1,0,0,0,0,0,0.2,4,4,4,0,0,0,1,1,0,0,7,12,4.63,6.000,54.0,0.0,0.0,13.5,
1994,eldreca01,Cal Eldred,26,MIL,AL,11,11,.500,4.68,25,25,0,6,0,0,179.0,158,96,93,23,84,0,98,4,0,2,769,107,5.18,1.352,7.9,1.2,4.2,4.9,1.17
1994,elliodo01,Donnie Elliott,25,SDP,NL,0,1,.000,3.27,30,1,10,0,0,0,33.0,31,12,12,3,21,2,24,1,0,2,148,128,4.86,1.576,8.5,0.8,5.7,6.5,1.14
1994,ericksc01,Scott Erickson,26,MIN,AL,8,11,.421,5.44,23,23,0,2,1,0,144.0,173,95,87,15,59,0,104,9,0,10,654,89,4.46,1.611,10.8,0.9,3.7,6.5,1.76
1994,eversbr01,Bryan Eversgerd,25,STL,NL,2,3,.400,4.52,40,1,8,0,0,0,67.2,75,36,34,8,20,1,47,2,1,3,283,92,4.25,1.404,10.0,1.1,2.7,6.3,2.35
1994,fajarhe01,Hector Fajardo,23,TEX,AL,5,7,.417,6.91,18,12,0,0,0,0,83.1,95,67,64,15,26,0,45,2,0,4,370,70,5.40,1.452,10.3,1.6,2.8,4.9,1.73
1994,farrst01,Steve Farr,37,TOT,AL,2,1,.667,5.72,30,0,16,0,0,4,28.1,41,21,18,5,18,1,20,2,0,2,143,86,6.13,2.082,13.0,1.6,5.7,6.4,1.11
