year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1980,billija01,Jack Billingham,37,BOS,AL,1,3,.250,11.10,7,4,0,0,0,0,24.1,45,30,30,6,12,0,4,4,0,1,128,39,7.60,2.342,16.6,2.2,4.4,1.5,0.33
1980,birddo01,Doug Bird,30,NYY,AL,3,0,1.000,2.66,22,1,7,0,0,1,50.2,47,16,15,3,14,1,17,1,0,1,205,148,3.74,1.204,8.3,0.5,2.5,3.0,1.21
1980,blairde01,Dennis Blair,26,SDP,NL,0,1,.000,6.43,5,1,0,0,0,0,14.0,18,10,10,3,3,0,11,0,0,1,61,55,4.61,1.500,11.6,1.9,1.9,7.1,3.67
1980,bluevi01,Vida Blue,30,SFG,NL,14,10,.583,2.97,31,31,0,10,3,0,224.0,202,79,74,14,61,8,129,0,2,3,914,119,3.23,1.174,8.1,0.6,2.5,5.2,2.11
1980,blylebe01,Bert Blyleven,29,PIT,NL,8,13,.381,3.82,34,32,1,5,2,0,216.2,219,102,92,20,59,5,168,0,1,2,907,97,3.22,1.283,9.1,0.8,2.5,7.0,2.85
1980,boddimi01,Mike Boddicker,22,BAL,AL,0,1,.000,6.14,1,1,0,0,0,0,7.1,6,6,5,1,5,0,4,0,0,0,34,68,5.48,1.500,7.4,1.2,6.1,4.9,0.80
1980,boggsto01,Tommy Boggs,24,ATL,NL,12,9,.571,3.42,32,26,1,4,3,0,192.1,180,80,73,14,46,0,84,4,2,4,792,109,3.60,1.175,8.4,0.7,2.2,3.9,1.83
1980,boitada01,Dan Boitano,27,MIL,AL,0,1,.000,8.15,11,0,1,0,0,0,17.2,26,17,16,7,6,0,11,1,0,4,85,49,7.85,1.811,13.2,3.6,3.1,5.6,1.83
1980,bombama01,Mark Bomback,27,NYM,NL,10,8,.556,4.09,36,25,2,2,1,0,162.2,191,80,74,17,49,3,68,4,0,4,710,87,4.25,1.475,10.6,0.9,2.7,3.8,1.39
1980,bonhabi01,Bill Bonham,31,CIN,NL,2,1,.667,4.74,4,4,0,0,0,0,19.0,21,10,10,1,5,0,13,0,0,0,81,78,2.86,1.368,9.9,0.5,2.4,6.2,2.60
1980,borbope01,Pedro Borbon,33,STL,NL,1,0,1.000,3.79,10,0,4,0,0,1,19.0,17,10,8,3,10,2,4,0,0,1,84,100,5.96,1.421,8.1,1.4,4.7,1.9,0.40
1980,bordiri01,Rich Bordi,21,OAK,AL,0,0,,4.50,1,0,0,0,0,0,2.0,4,1,1,0,0,0,0,0,0,0,10,101,2.75,2.000,18.0,0.0,0.0,0.0,
1980,bordlbi01,Bill Bordley,22,SFG,NL,2,3,.400,4.70,8,6,0,0,0,0,30.2,34,19,16,3,21,1,11,0,0,1,141,76,5.36,1.793,10.0,0.9,6.2,3.2,0.52
1980,bottira01,Ralph Botting,25,CAL,AL,0,3,.000,5.81,6,6,0,0,0,0,26.1,40,20,17,1,13,0,12,0,0,2,130,68,3.82,2.013,13.7,0.3,4.4,4.1,0.92
1980,bradfla01,Larry Bradford,30,ATL,NL,3,4,.429,2.44,56,0,24,0,0,4,55.1,49,20,15,3,22,8,32,1,0,3,232,153,3.55,1.283,8.0,0.5,3.6,5.2,1.45
1980,breinfr01,Fred Breining,24,SFG,NL,0,0,,5.40,5,0,1,0,0,0,6.2,8,4,4,0,4,1,3,1,0,0,30,70,4.10,1.800,10.8,0.0,5.4,4.1,0.75
1980,brettke01,Ken Brett,31,KCR,AL,0,0,,0.00,8,0,3,0,0,1,13.1,8,0,0,0,5,0,4,1,0,0,54,,3.50,0.975,5.4,0.0,3.4,2.7,0.80
1980,brusswa01,Warren Brusstar,28,PHI,NL,2,2,.500,3.72,26,0,12,0,0,0,38.2,42,16,16,3,13,2,21,0,0,0,165,103,3.68,1.422,9.8,0.7,3.0,4.9,1.62
1980,burgmto01,Tom Burgmeier,36,BOS,AL,5,4,.556,2.00,62,0,38,0,0,24,99.0,87,30,22,3,20,3,54,2,0,1,391,213,2.72,1.081,7.9,0.3,1.8,4.9,2.70
1980,burnsbr01,Britt Burns,21,CHW,AL,15,13,.536,2.84,34,32,1,11,1,0,238.0,213,83,75,17,63,2,133,4,4,1,970,143,3.41,1.160,8.1,0.6,2.4,5.0,2.11
1980,burnssh01,Sheldon Burnside,25,CIN,NL,1,0,1.000,1.93,7,0,3,0,0,0,4.2,6,1,1,1,1,0,2,0,0,0,19,204,5.32,1.500,11.6,1.9,1.9,3.9,2.00
1980,burrira01,Ray Burris,29,NYM,NL,7,13,.350,4.02,29,29,0,1,0,0,170.1,181,86,76,20,54,5,83,4,2,5,726,88,4.33,1.380,9.6,1.1,2.9,4.4,1.54
1980,busbyst01,Steve Busby,30,KCR,AL,1,3,.250,6.17,11,6,2,0,0,0,42.1,59,30,29,3,19,0,12,2,0,4,199,66,4.59,1.843,12.5,0.6,4.0,2.6,0.63
1980,busketo01,Tom Buskey,33,TOR,AL,3,1,.750,4.46,33,0,9,0,0,0,66.2,68,35,33,11,26,6,34,0,0,1,279,98,5.05,1.410,9.2,1.5,3.5,4.6,1.31
1980,butchjo01,John Butcher,23,TEX,AL,3,3,.500,4.08,6,6,0,1,0,0,35.1,34,19,16,2,13,0,27,0,0,1,152,96,3.06,1.330,8.7,0.5,3.3,6.9,2.08
1980,bystrma01,Marty Bystrom,21,PHI,NL,5,0,1.000,1.50,6,5,1,1,1,0,36.0,26,6,6,1,9,0,21,0,0,1,142,255,2.70,0.972,6.5,0.3,2.3,5.3,2.33
1980,caldwmi01,Mike Caldwell,31,MIL,AL,13,11,.542,4.03,34,33,1,11,2,1,225.1,248,112,101,29,56,2,74,2,2,3,940,96,4.54,1.349,9.9,1.2,2.2,3.0,1.32
1980,camacer01,Ernie Camacho,25,OAK,AL,0,0,,6.94,5,0,2,0,0,0,11.2,20,9,9,2,5,0,9,1,0,2,61,56,4.98,2.143,15.4,1.5,3.9,6.9,1.80
1980,campri01,Rick Camp,27,ATL,NL,6,4,.600,1.91,77,0,44,0,0,22,108.1,92,26,23,3,29,8,33,4,0,2,440,195,3.42,1.117,7.6,0.2,2.4,2.7,1.14
1980,campbbi02,Bill Campbell,31,BOS,AL,4,0,1.000,4.79,23,0,11,0,0,0,41.1,44,26,22,1,22,0,17,0,0,3,180,89,3.84,1.597,9.6,0.2,4.8,3.7,0.77
1980,candejo01,John Candelaria,26,PIT,NL,11,14,.440,4.01,35,34,1,7,0,1,233.1,246,114,104,14,50,4,97,3,2,0,969,92,3.38,1.269,9.5,0.5,1.9,3.7,1.94
1980,capildo01,Doug Capilla,28,CHC,NL,2,8,.200,4.12,39,11,6,0,0,0,89.2,82,46,41,7,51,5,51,3,4,6,387,96,4.44,1.483,8.2,0.7,5.1,5.1,1.00
1980,carltst01,Steve Carlton,35,PHI,NL,24,9,.727,2.34,38,38,0,13,3,0,304.0,243,87,79,15,90,12,286,2,7,17,1228,162,2.42,1.095,7.2,0.4,2.7,8.5,3.18
1980,castibo01,Bobby Castillo,25,LAD,NL,8,6,.571,2.75,61,0,29,0,0,5,98.1,70,31,30,4,45,5,60,1,0,3,395,129,3.46,1.169,6.4,0.4,4.1,5.5,1.33
1980,castrbi01,Bill Castro,28,MIL,AL,2,4,.333,2.77,56,0,36,0,0,8,84.1,89,35,26,2,17,6,32,2,0,5,350,141,2.98,1.257,9.5,0.2,1.8,3.4,1.88
1980,caudibi01,Bill Caudill,23,CHC,NL,4,6,.400,2.19,72,2,27,0,0,1,127.2,100,37,31,10,59,12,112,1,4,2,528,181,3.43,1.245,7.0,0.7,4.2,7.9,1.90
1980,chambcr01,Craig Chamberlain,23,KCR,AL,0,1,.000,6.75,5,0,2,0,0,0,9.1,10,8,7,3,5,2,3,0,0,1,43,62,7.89,1.607,9.6,2.9,4.8,2.9,0.60
1980,chrisga01,Gary Christenson,27,KCR,AL,3,0,1.000,5.17,24,0,8,0,0,1,31.1,35,23,18,4,18,1,16,2,0,1,148,78,5.31,1.691,10.1,1.1,5.2,4.6,0.89
1980,chrisla01,Larry Christenson,26,PHI,NL,5,1,.833,4.03,14,14,0,0,0,0,73.2,62,35,33,4,27,4,49,3,4,2,308,95,3.35,1.208,7.6,0.5,3.3,6.0,1.81
1980,clancji01,Jim Clancy,24,TOR,AL,13,16,.448,3.30,34,34,0,15,2,0,250.2,217,108,92,19,128,4,152,2,0,10,1075,131,4.08,1.376,7.8,0.7,4.6,5.5,1.19
1980,clayke01,Ken Clay,26,TEX,AL,2,3,.400,4.60,8,8,0,0,0,0,43.0,43,24,22,4,29,2,17,3,0,7,202,85,5.40,1.674,9.0,0.8,6.1,3.6,0.59
1980,clearma01,Mark Clear,24,CAL,AL,11,11,.500,3.30,58,0,40,0,0,9,106.1,82,51,39,2,65,9,105,5,0,4,461,119,3.00,1.382,6.9,0.2,5.5,8.9,1.62
1980,clevere01,Reggie Cleveland,32,MIL,AL,11,9,.550,3.73,45,13,16,5,2,4,154.1,150,73,64,9,49,2,54,5,0,5,657,104,3.86,1.289,8.7,0.5,2.9,3.1,1.10
1980,collido01,Don Collins,27,CLE,AL,0,0,,7.50,4,0,2,0,0,0,6.0,9,5,5,0,7,1,0,0,0,1,33,58,6.25,2.667,13.5,0.0,10.5,0.0,0.00
1980,combege01,Geoff Combe,24,CIN,NL,0,0,,10.80,4,0,0,0,0,0,6.2,9,8,8,0,4,1,10,0,0,1,31,36,1.55,1.950,12.2,0.0,5.4,13.5,2.50
1980,comerst01,Steve Comer,26,TEX,AL,2,4,.333,7.99,12,11,0,0,0,0,41.2,65,41,37,5,22,0,9,2,0,0,205,49,5.61,2.088,14.0,1.1,4.8,1.9,0.41
1980,contrna01,Nardi Contreras,28,CHW,AL,0,0,,5.93,8,0,6,0,0,0,13.2,18,10,9,1,7,2,8,2,0,0,65,70,4.51,1.829,11.9,0.7,4.6,5.3,1.14
1980,corbedo01,Doug Corbett,27,MIN,AL,8,6,.571,1.98,73,0,63,0,0,23,136.1,102,31,30,7,42,8,89,1,0,3,531,221,3.06,1.056,6.7,0.5,2.8,5.9,2.12
1980,crawfst01,Steve Crawford,22,BOS,AL,2,0,1.000,3.62,6,4,1,2,0,0,32.1,41,14,13,3,8,2,10,0,0,0,142,119,4.08,1.515,11.4,0.8,2.2,2.8,1.25
1980,cruzvi01,Victor Cruz,22,CLE,AL,6,7,.462,3.45,55,0,40,0,0,12,86.0,71,36,33,10,27,8,88,3,0,4,355,120,3.26,1.140,7.4,1.0,2.8,9.2,3.26
1980,curtijo01,John Curtis,32,SDP,NL,10,8,.556,3.51,30,27,0,6,0,0,187.0,184,84,73,9,67,13,71,2,2,10,787,98,3.73,1.342,8.9,0.4,3.2,3.4,1.06
1980,d'acqjo01,John D'Acquisto,28,TOT,NL,2,5,.286,3.39,50,0,14,0,0,3,87.2,81,36,33,2,45,9,59,1,0,9,373,103,3.28,1.437,8.3,0.2,4.6,6.1,1.31
1980,d'acqjo01,John D'Acquisto,28,SDP,NL,2,3,.400,3.76,39,0,12,0,0,1,67.0,67,29,28,2,36,9,44,1,0,4,294,92,3.48,1.537,9.0,0.3,4.8,5.9,1.22
1980,d'acqjo01,John D'Acquisto,28,MON,NL,0,2,.000,2.18,11,0,2,0,0,2,20.2,14,7,5,0,9,0,15,0,0,5,79,167,2.61,1.113,6.1,0.0,3.9,6.5,1.67
1980,darwida01,Danny Darwin,24,TEX,AL,13,4,.765,2.63,53,2,35,0,0,8,109.2,98,37,32,4,50,7,104,2,0,3,468,148,2.75,1.350,8.0,0.3,4.1,8.5,2.08
1980,davisma01,Mark Davis,19,PHI,NL,0,0,,2.57,2,1,0,0,0,0,7.0,4,2,2,0,5,0,5,0,0,0,30,156,3.47,1.286,5.1,0.0,6.4,6.4,1.00
1980,davisro02,Ron Davis,24,NYY,AL,9,3,.750,2.95,53,0,29,0,0,7,131.0,121,50,43,9,32,3,65,5,1,5,544,133,3.50,1.168,8.3,0.6,2.2,4.5,2.03
1980,dennyjo01,John Denny,27,CLE,AL,8,6,.571,4.39,16,16,0,4,1,0,108.2,116,54,53,4,47,2,59,5,1,4,464,94,3.58,1.500,9.6,0.3,3.9,4.9,1.26
1980,devinad01,Adrian Devine,28,TEX,AL,1,1,.500,4.82,13,0,3,0,0,0,28.0,49,22,15,4,9,1,8,1,0,0,142,82,5.11,2.071,15.8,1.3,2.9,2.6,0.89
1980,dorseji01,Jim Dorsey,24,CAL,AL,1,2,.333,9.19,4,4,0,0,0,0,15.2,25,16,16,2,8,0,8,1,0,0,78,44,5.11,2.106,14.4,1.1,4.6,4.6,1.00
1980,dotsori01,Richard Dotson,21,CHW,AL,12,10,.545,4.27,33,32,1,8,0,0,198.0,185,105,94,20,87,2,109,6,2,6,863,95,4.37,1.374,8.4,0.9,4.0,5.0,1.25
1980,dragodi01,Dick Drago,35,BOS,AL,7,7,.500,4.14,43,7,18,1,0,3,132.2,127,67,61,17,44,7,63,5,0,0,564,103,4.58,1.289,8.6,1.2,3.0,4.3,1.43
1980,dressro01,Rob Dressler,26,SEA,AL,4,10,.286,3.98,30,14,9,3,0,0,149.1,161,75,66,14,33,7,50,3,1,1,624,104,4.02,1.299,9.7,0.8,2.0,3.0,1.52
1980,duesha01,Hal Dues,25,MON,NL,0,1,.000,6.57,6,1,1,0,0,0,12.1,17,9,9,1,4,1,2,0,0,0,57,56,4.45,1.703,12.4,0.7,2.9,1.5,0.50
1980,eastwra01,Rawly Eastwick,29,KCR,AL,0,1,.000,5.32,14,0,8,0,0,0,22.0,37,14,13,2,8,2,5,2,0,1,114,77,4.84,2.045,15.1,0.8,3.3,2.0,0.63
1980,eckerde01,Dennis Eckersley,25,BOS,AL,12,14,.462,4.28,30,30,0,8,0,0,197.2,188,101,94,25,44,7,121,2,0,0,818,99,3.87,1.174,8.6,1.1,2.0,5.5,2.75
1980,eicheju01,Juan Eichelberger,26,SDP,NL,4,2,.667,3.65,15,13,0,0,0,0,88.2,73,41,36,8,55,4,43,1,3,3,377,94,4.85,1.444,7.4,0.8,5.6,4.4,0.78
1980,erickro01,Roger Erickson,23,MIN,AL,7,13,.350,3.25,32,27,1,7,0,0,191.1,198,83,69,13,56,0,97,4,2,5,811,135,3.56,1.328,9.3,0.6,2.6,4.6,1.73
1980,espinni01,Nino Espinosa,26,PHI,NL,3,5,.375,3.77,12,12,0,1,0,0,76.1,73,36,32,9,19,2,13,2,0,0,317,101,4.77,1.205,8.6,1.1,2.2,1.5,0.68
1980,falcope01,Pete Falcone,26,NYM,NL,7,10,.412,4.52,37,23,5,1,0,1,157.1,163,89,79,16,58,9,109,2,1,9,684,78,3.83,1.405,9.3,0.9,3.3,6.2,1.88
1980,farmeed01,Ed Farmer,30,CHW,AL,7,9,.438,3.34,64,0,55,0,0,30,99.2,92,37,37,6,56,11,54,1,0,7,438,121,4.17,1.485,8.3,0.5,5.1,4.9,0.96
1980,feltote01,Terry Felton,22,MIN,AL,0,3,.000,7.13,5,4,0,0,0,0,17.2,20,18,14,2,9,1,14,1,0,0,83,62,4.34,1.642,10.2,1.0,4.6,7.1,1.56
1980,ferribo01,Bob Ferris,25,CAL,AL,0,2,.000,5.87,5,3,0,0,0,0,15.1,23,13,10,2,9,0,4,0,0,1,74,69,5.69,2.087,13.5,1.2,5.3,2.3,0.44
1980,fidryma01,Mark Fidrych,25,DET,AL,2,3,.400,5.68,9,9,0,1,0,0,44.1,58,35,28,5,20,2,16,1,0,3,215,73,4.92,1.759,11.8,1.0,4.1,3.2,0.80
1980,figueed01,Ed Figueroa,31,TOT,AL,3,10,.231,6.54,23,17,4,0,0,1,97.2,152,76,71,12,36,2,25,1,1,4,462,60,4.97,1.925,14.0,1.1,3.3,2.3,0.69
1980,figueed01,Ed Figueroa,31,NYY,AL,3,3,.500,6.98,15,9,4,0,0,1,58.0,90,47,45,3,24,2,16,1,0,1,276,57,4.17,1.966,14.0,0.5,3.7,2.5,0.67
1980,figueed01,Ed Figueroa,31,TEX,AL,0,7,.000,5.90,8,8,0,0,0,0,39.2,62,29,26,9,12,0,9,0,1,3,186,66,6.16,1.866,14.1,2.0,2.7,2.0,0.75
1980,fingero01,Rollie Fingers,33,SDP,NL,11,9,.550,2.80,66,0,46,0,0,23,103.0,101,35,32,3,32,13,69,0,1,5,428,123,2.72,1.291,8.8,0.3,2.8,6.0,2.16
1980,flanami01,Mike Flanagan,28,BAL,AL,16,13,.552,4.12,37,37,0,12,2,0,251.1,278,121,115,27,71,3,128,2,1,12,1065,96,4.00,1.389,10.0,1.0,2.5,4.6,1.80
1980,flinnjo01,John Flinn,25,MIL,AL,2,1,.667,3.89,20,1,8,0,0,2,37.0,31,20,16,3,20,2,15,0,0,2,164,101,4.62,1.378,7.5,0.7,4.9,3.6,0.75
1980,fordda02,Dave Ford,23,BAL,AL,1,3,.250,4.26,25,3,9,1,0,1,69.2,66,34,33,11,13,2,22,2,0,4,281,93,4.82,1.134,8.5,1.4,1.7,2.8,1.69
1980,forscbo01,Bob Forsch,30,STL,NL,11,10,.524,3.77,31,31,0,8,0,0,214.2,225,102,90,12,33,6,87,4,0,7,878,99,3.19,1.202,9.4,0.5,1.4,3.6,2.64
1980,forscke01,Ken Forsch,33,HOU,NL,12,13,.480,3.20,32,32,0,6,3,0,222.1,230,90,79,15,41,1,84,7,3,1,926,103,3.52,1.219,9.3,0.6,1.7,3.4,2.05
1980,forstte01,Terry Forster,28,LAD,NL,0,0,,3.09,9,0,7,0,0,0,11.2,10,4,4,0,4,0,2,0,0,0,49,119,3.44,1.200,7.7,0.0,3.1,1.5,0.50
1980,frazige01,George Frazier,25,STL,NL,1,4,.200,2.74,22,0,12,0,0,3,23.0,24,10,7,2,7,3,11,0,0,0,96,138,3.84,1.348,9.4,0.8,2.7,4.3,1.57
1980,frostda01,Dave Frost,27,CAL,AL,4,8,.333,5.29,15,15,0,2,0,0,78.1,97,53,46,8,21,1,28,2,0,3,343,75,4.25,1.506,11.1,0.9,2.4,3.2,1.33
1980,frymawo01,Woodie Fryman,40,MON,NL,7,4,.636,2.25,61,0,40,0,0,17,80.0,61,23,20,1,30,9,59,2,1,1,331,160,2.64,1.138,6.9,0.1,3.4,6.6,1.97
1980,fulghjo01,John Fulgham,24,STL,NL,4,6,.400,3.38,15,14,0,4,1,0,85.1,66,33,32,7,32,1,48,1,2,1,338,111,3.85,1.148,7.0,0.7,3.4,5.1,1.50
1980,galeri01,Rich Gale,26,KCR,AL,13,9,.591,3.92,32,28,1,6,1,1,190.2,169,90,83,16,78,2,97,2,0,6,799,102,4.08,1.295,8.0,0.8,3.7,4.6,1.24
1980,garbege01,Gene Garber,32,ATL,NL,5,5,.500,3.83,68,0,31,0,0,7,82.1,95,42,35,6,24,5,51,0,0,0,359,98,3.33,1.445,10.4,0.7,2.6,5.6,2.13
1980,garlawa01,Wayne Garland,29,CLE,AL,6,9,.400,4.61,25,20,1,4,1,0,150.1,163,85,77,18,48,2,55,6,0,5,657,90,4.65,1.404,9.8,1.1,2.9,3.3,1.15
1980,garvije01,Jerry Garvin,24,TOR,AL,4,7,.364,2.29,61,0,24,0,0,8,82.2,70,23,21,6,27,7,52,0,0,0,336,190,3.42,1.173,7.6,0.7,2.9,5.7,1.93
1980,gleatje01,Jerry Don Gleaton,22,TEX,AL,0,0,,2.57,5,0,2,0,0,0,7.0,5,2,2,0,4,0,2,0,0,0,30,159,3.89,1.286,6.4,0.0,5.1,2.6,0.50
1980,glynned01,Ed Glynn,27,NYM,NL,3,3,.500,4.13,38,0,11,0,0,1,52.1,49,26,24,5,23,4,32,0,0,1,228,86,4.09,1.376,8.4,0.9,4.0,5.5,1.39
1980,goltzda01,Dave Goltz,31,LAD,NL,7,11,.389,4.31,35,27,2,2,2,1,171.1,198,91,82,12,59,3,91,0,1,3,739,82,3.63,1.500,10.4,0.6,3.1,4.8,1.54
1980,gossari01,Rich Gossage,28,NYY,AL,6,2,.750,2.27,64,0,58,0,0,33,99.0,74,29,25,5,37,3,103,1,0,4,401,173,2.48,1.121,6.7,0.5,3.4,9.4,2.78
1980,griffmi02,Mike Griffin,23,NYY,AL,2,4,.333,4.83,13,9,3,0,0,0,54.0,64,36,29,6,23,2,25,1,0,3,250,82,4.60,1.611,10.7,1.0,3.8,4.2,1.09
1980,griffto02,Tom Griffin,32,SFG,NL,5,1,.833,2.76,42,4,8,0,0,0,107.2,80,35,33,8,49,6,79,8,3,4,447,129,3.84,1.198,6.7,0.7,4.1,6.6,1.61
1980,grimsro02,Ross Grimsley,30,TOT,MLB,6,9,.400,6.59,25,18,2,2,0,0,116.0,164,94,85,16,36,2,29,2,0,3,538,60,5.03,1.724,12.7,1.2,2.8,2.3,0.81
1980,grimsro02,Ross Grimsley,30,MON,NL,2,4,.333,6.31,11,7,2,0,0,0,41.1,61,31,29,5,12,1,11,1,0,1,196,57,4.74,1.766,13.3,1.1,2.6,2.4,0.92
